27	33
0	60
7	53
60	0
60	0
60	0
57	3
7	53
60	0
60	0
59	1
32	28
60	0
57	3
34	26
60	0
49	11
60	0
58	2
60	0
48	12
60	0
60	0
60	0
60	0
60	0
60	0
60	0
29	31
51	9
60	0
57	3
60	0
59	1
60	0
51	9
60	0
60	0
60	0
60	0
11	49
60	0
32	28
42	18
60	0
35	25
60	0
22	38
56	4
59	1
60	0
60	0
60	0
60	0
60	0
60	0
60	0
8	52
60	0
60	0
60	0
60	0
2	58
60	0
60	0
54	6
60	0
60	0
60	0
36	24
60	0
60	0
52	8
60	0
60	0
47	13
55	5
60	0
60	0
7	53
57	3
59	1
60	0
60	0
60	0
19	41
58	2
60	0
60	0
60	0
5	55
50	10
60	0
60	0
33	27
60	0
60	0
60	0
52	8
60	0
60	0
53	7
0	60
23	37
59	1
60	0
60	0
59	1
60	0
60	0
57	3
34	26
51	9
60	0
60	0
60	0
59	1
48	12
0	60
5	55
60	0
60	0
60	0
60	0
0	60
60	0
60	0
37	23
47	13
60	0
59	1
60	0
60	0
60	0
35	25
43	17
60	0
60	0
60	0
60	0
49	11
60	0
60	0
60	0
0	60
51	9
59	1
41	19
57	3
60	0
60	0
0	60
60	0
60	0
47	13
39	21
14	46
54	6
60	0
15	45
60	0
60	0
55	5
60	0
60	0
60	0
52	8
60	0
60	0
49	11
60	0
60	0
53	7
60	0
50	10
60	0
52	8
60	0
9	51
60	0
60	0
60	0
54	6
60	0
60	0
45	15
58	2
6	54
58	2
1	59
60	0
60	0
60	0
27	33
36	24
60	0
60	0
60	0
60	0
41	19
13	47
33	27
60	0
47	13
60	0
42	18
45	15
60	0
60	0
55	5
60	0
60	0
58	2
60	0
60	0
60	0
60	0
60	0
52	8
60	0
0	60
60	0
21	39
17	43
28	32
60	0
60	0
60	0
60	0
0	60
60	0
12	48
60	0
60	0
60	0
60	0
58	2
29	31
18	42
51	9
60	0
60	0
60	0
23	37
57	3
50	10
58	2
60	0
60	0
39	21
10	50
39	21
60	0
59	1
55	5
60	0
60	0
48	12
58	2
60	0
1	59
30	30
60	0
60	0
60	0
60	0
59	1
60	0
60	0
34	26
25	35
60	0
5	55
38	22
58	2
40	20
0	60
59	1
59	1
60	0
9	51
60	0
60	0
60	0
50	10
60	0
60	0
60	0
53	7
37	23
59	1
60	0
55	5
49	11
58	2
59	1
54	6
59	1
60	0
60	0
59	1
60	0
60	0
23	37
59	1
24	36
60	0
31	29
60	0
0	60
58	2
44	16
49	11
60	0
60	0
60	0
60	0
60	0
60	0
60	0
60	0
60	0
60	0
60	0
58	2
59	1
60	0
33	27
60	0
52	8
60	0
59	1
2	58
60	0
55	5
60	0
60	0
60	0
53	7
36	24
59	1
60	0
10	50
60	0
57	3
60	0
56	4
60	0
60	0
59	1
50	10
1	59
55	5
60	0
60	0
60	0
60	0
60	0
60	0
60	0
4	56
40	20
60	0
60	0
14	46
60	0
60	0
59	1
11	49
53	7
60	0
60	0
60	0
22	38
60	0
60	0
59	1
60	0
56	4
1	59
60	0
60	0
60	0
57	3
60	0
60	0
51	9
16	44
60	0
41	19
60	0
60	0
5	55
60	0
60	0
60	0
36	24
60	0
48	12
60	0
42	18
59	1
57	3
60	0
60	0
60	0
57	3
60	0
55	5
42	18
60	0
59	1
1	59
60	0
1	59
59	1
35	25
60	0
59	1
51	9
27	33
60	0
36	24
43	17
60	0
60	0
50	10
43	17
19	41
53	7
60	0
60	0
60	0
54	6
60	0
60	0
49	11
60	0
60	0
22	38
60	0
60	0
59	1
60	0
37	23
25	35
52	8
49	11
55	5
53	7
35	25
1	59
56	4
53	7
60	0
60	0
59	1
60	0
0	60
60	0
60	0
20	40
60	0
51	9
60	0
60	0
60	0
60	0
49	11
56	4
60	0
39	21
60	0
57	3
60	0
5	55
60	0
60	0
22	38
1	59
60	0
60	0
58	2
33	27
27	33
60	0
55	5
2	58
60	0
57	3
59	1
56	4
60	0
59	1
19	41
2	58
60	0
60	0
15	45
60	0
11	49
60	0
60	0
60	0
60	0
53	7
50	10
60	0
60	0
59	1
60	0
60	0
60	0
60	0
60	0
54	6
3	57
60	0
46	14
60	0
60	0
56	4
60	0
59	1
57	3
58	2
60	0
59	1
60	0
49	11
59	1
60	0
52	8
60	0
48	12
60	0
60	0
60	0
60	0
60	0
60	0
5	55
60	0
60	0
60	0
60	0
60	0
60	0
60	0
53	7
60	0
54	6
60	0
60	0
60	0
0	60
10	50
60	0
60	0
60	0
60	0
60	0
52	8
34	26
54	6
15	45
60	0
60	0
59	1
43	17
58	2
60	0
52	8
60	0
60	0
20	40
60	0
60	0
60	0
11	49
60	0
44	16
60	0
29	31
60	0
60	0
60	0
58	2
49	11
51	9
39	21
55	5
60	0
60	0
60	0
49	11
60	0
50	10
30	30
0	60
59	1
59	1
60	0
1	59
60	0
38	22
60	0
60	0
0	60
39	21
60	0
60	0
60	0
0	60
25	35
60	0
13	47
52	8
60	0
60	0
60	0
60	0
59	1
60	0
4	56
60	0
6	54
60	0
45	15
60	0
60	0
60	0
60	0
60	0
60	0
3	57
26	34
60	0
60	0
60	0
60	0
57	3
60	0
57	3
13	47
60	0
57	3
60	0
37	23
60	0
60	0
57	3
60	0
59	1
60	0
60	0
60	0
60	0
60	0
34	26
22	38
48	12
59	1
60	0
60	0
58	2
60	0
11	49
59	1
25	35
59	1
60	0
60	0
60	0
60	0
60	0
60	0
60	0
13	47
60	0
60	0
60	0
5	55
58	2
0	60
33	27
60	0
60	0
60	0
57	3
53	7
60	0
60	0
59	1
60	0
60	0
60	0
36	24
60	0
60	0
1	59
60	0
60	0
60	0
60	0
58	2
60	0
60	0
60	0
60	0
60	0
49	11
60	0
60	0
18	42
60	0
59	1
57	3
54	6
43	17
60	0
60	0
60	0
59	1
60	0
0	60
36	24
2	58
60	0
50	10
56	4
18	42
58	2
60	0
12	48
60	0
60	0
60	0
44	16
60	0
38	22
57	3
60	0
60	0
60	0
60	0
47	13
60	0
60	0
57	3
23	37
35	25
8	52
17	43
16	44
12	48
31	29
22	38
14	46
22	38
38	22
19	41
24	36
27	33
34	26
23	37
32	28
24	36
32	28
28	32
33	27
40	20
38	22
27	33
28	32
32	28
33	27
35	25
29	31
40	20
23	37
31	29
44	16
48	12
17	43
27	33
37	23
36	24
34	26
32	28
27	33
28	32
30	30
31	29
32	28
28	32
29	31
30	30
23	37
20	40
31	29
27	33
22	38
25	35
